leaf1	leaf2	leaf3
AT1G07010	23.4783	29.7307	29.4453
AT1G07020	20.3317	17.6238	20.644
AT1G07025	0	0	0
AT1G07030	10.3322	10.3227	10.5866
AT1G07040	24.1059	24.0361	21.6691
AT1G07050	16.6424	18.4602	20.2118
AT1G07051	0	0	0.371451
AT1G07060	0.145732	0.0265513	0.0287579
AT1G07070	28.9225	35.8521	34.8373
AT1G07080	89.5016	85.255	81.0666
AT1G07090	15.0007	15.4087	12.3579
AT1G07100	0	0	0
AT1G07110	41.1555	45.9624	42.603
AT1G07119	0.649215	0.529157	0.674276
AT1G07120	0.450355	0.71795	0.638757
AT1G07128	0.337648	0.307585	0.230641
AT1G07130	6.34085	5.64626	4.96886
AT1G07135	117.422	99.332	96.9842
AT1G07140	86.3982	92.7638	88.124
AT1G07150	2.21634	2.31654	1.72642
AT1G07160	0.122058	0.0667144	0.0240863
AT1G07170	32.9685	35.45	36.3249
AT1G07175	0	1.43742	0.444823
AT1G07180	25.2389	29.1316	28.1274
AT1G07190	0	1.30026	0
AT1G07200	7.47728	9.35714	7.68768
AT1G07210	17.6348	19.0636	19.9312
AT1G07220	4.54739	4.87459	4.79622
AT1G07230	25.8654	24.4632	24.3825
AT1G07240	28.4832	24.0394	23.6024
AT1G07250	34.2562	31.5686	31.9603
AT1G07260	1.64065	1.93469	1.03284
AT1G07270	0.443268	0.616327	0.586983
AT1G07280	61.882	69.6822	67.9925
AT1G07290	0.984657	1.14697	0.923752
AT1G07300	2.99066	2.85663	2.75026
AT1G07310	38.002	32.9076	30.3258
AT1G07320	298.153	351.33	329.851
AT1G07330	0.0495471	0.0526582	0.0896256
AT1G07340	0	0	0
AT1G07350	16.5218	15.8979	16.5194
AT1G07360	23.2339	25.2253	21.8045
AT1G07370	13.3806	15.1897	14.2363
AT1G07380	4.65007	5.4109	3.83872
AT1G07390	0.791835	0.825045	0.714795
AT1G07400	0.805111	0.550069	0.695082
AT1G07410	2.37758	3.23609	3.28425
AT1G07420	40.5116	34.8434	33.3481
AT1G07430	1.20595	1.57433	1.17114
AT1G07440	40.7018	43.8755	42.0618
AT1G07450	1.93379	1.92506	2.36043
AT1G07460	0	0	0
AT1G07470	15.9702	15.5949	13.9662
AT1G07473	0.106792	0.11674	0.0632211
AT1G07476	0	0	0
AT1G07480	12.9707	13.1066	11.643
AT1G07485	0.337165	0.491431	0.532273
AT1G07490	8.36005	7.00515	9.11873
AT1G07500	0.407402	0	0
AT1G07510	9.51166	10.0978	9.85774
AT1G07520	4.6264	4.56341	4.5351
AT1G07530	12.8105	14.6858	13.0488
AT1G07540	0.00906705	0.00825975	0.0089462
AT1G07550	0	0	0
AT1G07560	0.00634333	0	0
AT1G07570	14.833	13.5424	12.5743
AT1G07580	0	0	0
AT1G07590	108.892	93.0433	119.651
AT1G07600	10959.8	8590.17	12479.8
AT1G07610	21.0083	19.9235	30.3935
AT1G07615	3.14398	3.54829	3.53615
AT1G07620	0.654139	0.897616	0.408494
AT1G07630	8.49211	9.29235	8.02478
AT1G07640	10.1837	12.3442	10.744
AT1G07645	0	0	0
AT1G07650	20.3428	22.7926	20.4003
AT1G07660	40.1664	42.4034	45.4751
AT1G07670	14.681	16.3612	13.5531
AT1G07680	0	0.0282214	0
AT1G07690	0	0	0
AT1G07700	37.3207	39.3846	43.9515
AT1G07702	899.176	819.116	0
AT1G07705	9.44479	11.3528	10.1172
AT1G07710	0.203876	0.293247	0.23292
AT1G07720	32.6123	38.9816	35.1149
AT1G07725	0.00674701	0.00614627	0.00665708
AT1G07728	10.3348	9.40941	9.80553
AT1G07730	0.22582	3.94252e-05	1.84355e-05
AT1G07740	1.35781	1.78901	1.37176
AT1G07745	5.18705	5.22848	5.3355
AT1G07747	0	0	0
AT1G07750	36.685	33.3495	32.3077
AT1G07760	0	0	0
AT1G07770	475.528	467.054	464.839
AT1G07780	10.789	12.771	11.3538
AT1G07790	40.7665	43.6651	40.8606
AT1G07795	0	0	0
AT1G07800	0	0	0
AT1G07810	14.6416	17.1174	14.1717
AT1G07820	122.301	127.524	131.246
AT1G07830	15.7482	16.2776	15.6793
AT1G07840	9.82607	11.5645	10.2912
AT1G07850	0.0107758	0.00981631	0.0106321
AT1G07860	0	0	0
AT1G07870	3.57101	4.44024	3.87778
AT1G07880	1.74991	2.39075	2.1243
AT1G07885	0	11.7308	0
AT1G07890	433.122	418.287	361.276
AT1G07900	0.957291	1.09955	0.903465
AT1G07901	34.4052	40.5601	61.9027
AT1G07910	5.20358	6.11557	5.2296
AT1G07920	363.081	370.75	301.234
AT1G07930	273.412	294.308	235.213
AT1G07940	317.603	324.321	264.448
AT1G07950	17.7437	17.9651	18.303
AT1G07960	18.8319	21.193	23.4785
AT1G07970	6.05936	6.50755	6.12079
AT1G07980	8.26606	8.36085	9.17058
AT1G07985	1.38073	1.51448	1.66815
AT1G07990	16.3273	17.1642	16.1544
AT1G08000	6.83025	6.40235	6.63488
AT1G08005	0	5.99892	0
AT1G08010	18.8033	18.0632	17.2953
AT1G08030	7.66717	9.21342	8.2192
AT1G08032	0	0	0
AT1G08035	0.0827913	0.15084	0.20422
AT1G08040	15.8147	17.7355	17.8831
AT1G08050	1.49391	1.30085	1.15607
AT1G08060	3.94139	4.0643	3.70138
AT1G08065	0	0	0
AT1G08070	0.41547	0.498329	0.471422
AT1G08080	0.0469896	0.0642087	0.069545
AT1G08090	1.62531	2.23735	0.784006
AT1G08100	0.0610765	0.102004	0.0200875
AT1G08105	0.0794392	0.0868394	0.0627043
AT1G08110	102.339	95.0924	103.652
AT1G08115	125.622	73.4654	87.2221
AT1G08120	0.0364454	0.0664009	0.0539395
AT1G08125	12.3062	11.4726	12.16
AT1G08130	8.85272	11.0283	9.38998
AT1G08135	0	0	0
AT1G08140	0	0	0
AT1G08150	0	0	0
AT1G08160	8.39057	7.23087	6.8954
AT1G08165	4.21756	3.90502	4.84353
AT1G08170	0.233617	0.26602	0.115252
AT1G08180	9.31769	9.6715	11.0499
AT1G08190	33.5831	37.7013	34.5743
AT1G08200	156.175	156.858	151.258
AT1G08210	15.3635	13.9288	13.0907
AT1G08220	3.35261	3.80367	4.15179
AT1G08230	9.43977	12.499	9.31396
AT1G08240	0	0	0
AT1G08250	6.70822	5.89711	6.77727
AT1G08260	2.32773	2.47278	2.15991
AT1G08270	1.28673	2.22449	1.80397
AT1G08280	4.19696	4.81283	4.71346
AT1G08290	0.403631	0.340788	0.31083
AT1G08300	1.067	1.09521	1.46055
AT1G08310	0.277627	0.218901	0.178631
AT1G08315	10.1039	9.20424	8.49561
AT1G08320	0.314634	0.206584	0.248615
AT1G08340	0.670916	0.645134	0.686491
AT1G08350	4.5729	5.35246	4.75383
AT1G08360	229.727	277.645	238.027
AT1G08370	21.8223	20.7985	18.6885
AT1G08380	6066.39	5115.9	5966.38
AT1G08390	18.928	16.4992	21.1683
AT1G08400	1.59865	2.25852	1.89148
AT1G08410	5.49892	6.62682	5.68031
AT1G08420	20.9348	20.0693	18.6062
AT1G08430	0.0450091	0.051252	0.0888183
AT1G08440	0.0117729	0.0107247	0.0348479
AT1G08450	44.0646	45.3512	44.8373
AT1G08460	23.5364	21.7885	21.3264
AT1G08465	15.9823	15.9863	14.4577
AT1G08470	14.1575	15.3898	14.4742
AT1G08480	75.7257	74.9819	70.84
AT1G08490	27.0849	30.0059	27.4034
AT1G08500	8.50701	8.73244	7.90229
AT1G08510	86.5782	88.2907	83.2184
AT1G08520	121.573	134.81	130.743
AT1G08530	10.7316	11.3578	13.4989
AT1G08540	42.965	51.5207	48.7427
AT1G08550	58.246	60.3235	65.0763
AT1G08560	14.0106	16.602	14.8672
AT1G08570	71.9488	80.2764	67.7871
AT1G08580	32.1703	38.9782	36.5793
AT1G08590	0.882576	1.13935	0.852186
AT1G08592	2.33658	2.59384	2.30543
AT1G08600	4.41384	4.91808	4.03388
AT1G08610	2.70647	3.12643	2.97605
AT1G08620	5.8069	6.53063	5.54866
AT1G08630	3.85537	2.64123	2.19311
AT1G08640	66.3615	82.3738	75.8148
AT1G08650	31.8523	33.0909	34.9548
AT1G08660	18.8835	19.2981	20.4957
AT1G08670	0.0262408	0	0.0258911
AT1G08680	16.835	18.0256	15.5663
AT1G08695	0	0	0
AT1G08700	18.33	17.5621	16.6259
AT1G08710	6.25361	7.49368	7.69081
AT1G08720	10.4039	10.1313	9.47839
AT1G08730	0.144927	0.141234	0.129693
AT1G08735	0	0.0132759	0.00479307
AT1G08740	0	0	0
AT1G08750	9.66927	10.465	10.2589
AT1G08760	7.49494	8.41502	8.16203
AT1G08770	22.8608	19.659	21.109
AT1G08780	20.8324	24.2885	23.7377
AT1G08790	0	0	0
AT1G08800	5.81771	5.75979	5.49877
AT1G08810	6.6669	7.29169	7.66742
AT1G08820	22.2125	22.4517	21.9517
AT1G08830	612.075	565.629	539.92
AT1G08840	1.14278	1.24818	1.24194
AT1G08845	6.70217	6.8377	7.1125
AT1G08860	0.0493825	0.0179943	0.0194897
AT1G08870	0	0	0
AT1G08880	111.81	101.261	97.4032
AT1G08890	24.3515	24.3466	20.1321
AT1G08900	19.8861	21.284	21.4397
AT1G08910	5.02376	5.45797	5.47707
AT1G08920	15.1907	14.1569	15.5812
AT1G08930	88.1328	80.5943	65.4794
AT1G08940	6.07381	5.49349	5.15813
AT1G08950	0	0	0
AT1G08960	6.03456	6.27503	6.28128
AT1G08970	39.3901	39.6148	37.5414
AT1G08980	93.2688	81.6871	81.5038
AT1G08985	0	0	0
AT1G08990	0.00899229	0.00819164	0.00887243
AT1G09000	1.05199	1.17428	1.19147
AT1G09010	25.1416	28.9832	27.3637
AT1G09020	24.599	24.2429	21.5287
AT1G09026	0	0	0
AT1G09030	0	0	0
AT1G09040	1.23267	1.35907	1.18492
AT1G09050	1.48945	1.63793	1.69794
AT1G09060	13.243	15.5755	13.5894
AT1G09070	265.208	217.025	209.547
AT1G09080	0.2359	0.2149	0.0882884
AT1G09090	0.0441993	0.0345116	0.0186889
AT1G09100	14.923	16.3371	15.455
AT1G09110	0	0	0
AT1G09130	136.897	136.772	130.545
AT1G09140	29.6344	30.5815	35.6486
AT1G09150	36.8775	39.8843	37.378
AT1G09155	0.142712	0.101115	0.109519
AT1G09157	0.175213	0.0532041	0.172877
AT1G09160	19.1907	22.0369	20.9412
AT1G09170	0.313583	0.325064	0.293399
AT1G09176	0.313094	0.17113	0.0617842
AT1G09180	4.33882	3.71536	6.13609
AT1G09190	1.12048	1.30091	1.19225
AT1G09195	3.28393	3.62982	3.84168
AT1G09200	96.1752	101.736	98.6042
AT1G09210	74.5262	84.9969	71.8655
AT1G09220	0.604101	0.607242	0.554942
AT1G09230	7.71706	8.35879	7.88116
AT1G09240	12.659	20.8589	9.95746
AT1G09245	0	0	0
AT1G09250	39.7916	37.2049	38.5186
AT1G09260	0.0734595	0.0669189	0
AT1G09270	32.0744	32.8581	32.2378
AT1G09280	10.5488	10.9288	10.0024
AT1G09290	6.07889	6.8227	7.44712
AT1G09300	3.33085	3.8869	3.83903
AT1G09310	1303.33	1263.61	1218.04
AT1G09320	3.81509	4.59799	4.4971
AT1G09330	37.7568	40.4334	41.2278
AT1G09340	419.454	466.879	433.016
AT1G09350	13.1164	8.92957	6.60876
AT1G09360	0	0	0
AT1G09370	0.0461507	0.210208	0.0910712
AT1G09380	0.0224714	0.0409412	0.0221719
AT1G09390	20.3821	21.1602	23.704
AT1G09400	0.125551	0.214448	0.201301
AT1G09410	0.319931	0.327876	0.402475
AT1G09415	14.486	13.5706	14.2591
AT1G09420	4.04607	4.18844	3.30467
AT1G09421	2.40242	3.63376	3.57795
AT1G09430	50.2873	49.9511	51.18
AT1G09440	6.69686	7.34684	7.87034
AT1G09450	1.4322	1.6069	1.28537
AT1G09460	5.3749	5.35825	4.13111
AT1G09470	1.76499	2.06382	1.61751
AT1G09480	2.11853	2.71731	1.73913
AT1G09483	0	0.10615	0.114972
AT1G09486	0.642646	0.661787	0.744356
AT1G09490	35.1846	34.3682	38.047
AT1G09500	1.0249	1.06938	1.60124
AT1G09510	0	0	0.0173383
AT1G09520	11.1972	11.9856	10.8125
AT1G09530	9.01185	9.9066	9.29711
AT1G09540	0.379071	0.604309	0.455835
AT1G09550	0	0	0
AT1G09560	56.1886	45.4352	40.1049
AT1G09570	47.0579	51.0293	43.0989
AT1G09575	7.54607	7.5085	7.87688
AT1G09580	11.9253	10.4337	11.7452
AT1G09590	155.025	195.787	161.656
AT1G09600	0.299695	0.359226	0.272356
AT1G09610	0.487513	0.401128	0.744798
AT1G09620	40.0987	46.9827	41.259
AT1G09625	0	0	0
AT1G09630	21.9536	22.7087	20.4208
AT1G09640	154.202	162.923	147.269
AT1G09645	25.5575	27.5174	32.1397
AT1G09650	0.276752	0.394608	0.261191
AT1G09660	21.4326	22.3332	20.5068
AT1G09665	0	0	0
AT1G09680	0.699632	0.96462	0.858219
AT1G09690	328.052	386.366	316.72
AT1G09700	4.02635	5.10678	5.06262
AT1G09710	4.02814	4.49941	3.95178
AT1G09720	0	0	0
AT1G09730	9.18668	9.74242	9.67602
AT1G09740	17.9214	17.7301	15.7574
AT1G09750	232.397	225.279	196.053
AT1G09760	28.579	31.7064	31.1315
AT1G09770	38.8626	40.3483	38.7538
AT1G09780	60.2592	66.4497	52.0738
AT1G09790	0	0	0
AT1G09794	6.09761	5.5547	7.57351
AT1G09795	57.97	66.7397	61.1396
AT1G09800	2.41489	2.94445	2.59043
AT1G09810	4.84592	5.40038	4.92564
AT1G09812	1.973	1.71918	2.3699
AT1G09815	28.4722	26.154	26.6159
AT1G09820	1.73544	2.00154	2.00293
AT1G09830	16.0706	18.3965	17.362
AT1G09840	17.675	17.3624	18.2327
AT1G09850	16.0492	18.4554	18.7135
AT1G09860	0.0844416	0.0897437	0.0694301
AT1G09870	17.1919	17.4877	16.3947
AT1G09880	0.126713	0.156656	0.116094
AT1G09890	0.433673	0.452673	0.615096
AT1G09900	7.21144	9.47739	8.94633
AT1G09910	9.9755	9.9253	9.24738
AT1G09920	24.1439	24.8717	25.1521
AT1G09930	0.0382481	0.0418111	0.0301907
AT1G09932	1.57341	1.16174	1.53609
AT1G09935	0	0	0
AT1G09940	11.2772	12.2153	10.1937
AT1G09950	1.86684	1.68361	1.01307
AT1G09960	2.50011	2.80551	2.33022
AT1G09970	30.8595	30.1463	21.9726
AT1G09980	9.12091	10.2534	9.87926
AT1G09995	5.45669	5.32204	5.88139
AT1G10000	1.9768	1.70184	1.80041
AT1G10010	0.0125263	0	0.0247187
AT1G10020	20.3152	21.1907	21.6644
AT1G10030	20.7925	21.8592	21.0515
AT1G10040	0.76346	0.780067	0.68352
AT1G10050	2.97681	3.24583	2.82743
AT1G10060	12.2236	12.5371	11.2078
AT1G10070	16.1143	14.9687	9.98828
AT1G10090	20.9324	21.6434	21.3227
AT1G10095	3.67031	3.93292	3.62139
AT1G10100	0	0	0
AT1G10110	0.160452	0.267971	0.211085
AT1G10120	6.71632	7.16821	7.09735
AT1G10130	12.6386	13.5683	13.3319
AT1G10140	21.0069	18.1021	17.2817
AT1G10150	19.2648	20.0026	22.265
AT1G10155	0.309042	0.40218	0.304923
AT1G10160	2.10996	2.10361	2.07482
AT1G10170	15.7192	16.3034	15.0604
AT1G10180	7.95718	9.09878	7.97595
AT1G10190	0	0	0
AT1G10200	118.631	119.784	120.831
AT1G10210	7.78868	8.28034	8.31147
AT1G10220	0.179671	0.0935279	0.202601
AT1G10230	7.63608	8.77919	8.18381
AT1G10240	3.09617	3.80067	3.83488
AT1G10250	0.498754	0.113587	0
AT1G10260	0.0893147	0.0813624	0.0587495
AT1G10270	2.80505	3.10142	2.82193
AT1G10280	2.45135	2.79342	2.88277
AT1G10290	28.1536	30.2172	26.1769
AT1G10300	0.00823114	0.029993	0
AT1G10310	19.663	20.6865	20.9904
AT1G10320	2.83929	3.3813	3.10056
AT1G10330	0.881676	0.861376	0.882533
AT1G10340	3.95352	2.47402	1.86644
AT1G10350	10.6538	10.4552	12.3089
AT1G10360	79.3759	76.753	93.9686
AT1G10370	27.7637	29.1344	32.4161
AT1G10380	3.76153	3.75296	3.04864
AT1G10385	0	0	0
AT1G10390	24.3024	24.542	21.6661
AT1G10400	0.0125987	0.0459077	0
AT1G10410	12.5416	13.6445	12.3323
AT1G10417	0.234583	0.320545	0.241977
AT1G10419	0	0	0
AT1G10430	26.342	27.612	25.2874
AT1G10440	0	0	0
AT1G10450	5.03463	5.34467	4.62793
AT1G10455	0	0	0
AT1G10460	0.869858	0.598709	0.9727
AT1G10470	67.2965	59.1384	73.6641
AT1G10480	0.0115067	0.062893	0.0454133
AT1G10490	4.60057	5.84053	5.36833
AT1G10500	76.7887	83.8854	92.0596
AT1G10510	18.5175	25.3032	23.8047
AT1G10520	0.751855	0.705056	0.709106
AT1G10522	21.5298	24.3763	23.1355
AT1G10530	0.194039	0.0353524	0.210598
AT1G10538	0	0	0
AT1G10540	0.447022	0.463113	0.302691
AT1G10550	4.5865	4.17813	3.4905
AT1G10560	2.4828	1.78256	2.13831
AT1G10570	5.86668	6.79075	7.05447
AT1G10580	13.6714	16.0807	14.0873
AT1G10585	0.138337	0.579692	0.900856
AT1G10586	0	0.0250456	0
AT1G10588	0	0	0
AT1G10590	109.738	115.303	111.381
AT1G10600	24.084	23.7747	26.5201
AT1G10610	4.16005	4.61679	4.70795
AT1G10620	0.00783813	0.00714025	0
AT1G10630	80.0336	74.8092	69.1389
AT1G10640	8.56955	12.5309	10.6809
AT1G10650	5.94458	7.78315	8.10191
AT1G10652	0	0	0
AT1G10657	19.8244	25.8023	26.5622
AT1G10660	19.6886	20.1467	21.8305
AT1G10670	119.265	119.362	115.65
AT1G10680	0	0.00400248	0.00867024
AT1G10682	145.139	138.561	210.927
AT1G10690	6.71767	5.9263	6.03509
AT1G10700	17.5791	16.4389	19.0251
AT1G10705	0	0	0
AT1G10710	0.2156	0.173298	0.22524
AT1G10717	0	0	0
AT1G10720	9.7632	11.3078	11.4118
AT1G10730	4.2495	4.30987	4.24877
AT1G10740	23.7752	25.1011	24.3799
AT1G10745	0	0	0
AT1G10747	0.0644698	0	0
AT1G10750	1.15163	1.20284	1.24404
AT1G10760	99.8725	102.123	104.927
AT1G10770	0.991357	0.536972	1.21607
AT1G10780	3.07569	3.4306	2.90328
AT1G10790	0.399859	0.433639	0.563613
AT1G10800	0.475375	0.866099	1.2061
AT1G10810	0.175517	0.159889	0.0432944
AT1G10820	10.4476	11.4291	11.1258
AT1G10830	29.2098	26.8845	26.9412
AT1G10840	72.005	81.0252	78.9314
AT1G10850	8.59221	10.5058	9.26244
AT1G10865	30.6919	28.1705	34.2432
AT1G10870	7.31806	8.57352	8.02084
AT1G10880	0.0168903	0	0.00833257
AT1G10890	13.2388	16.2665	16.3063
AT1G10900	12.5847	13.2406	14.5143
AT1G10910	14.3391	18.1291	19.4403
AT1G10920	2.22904	2.31822	2.39814
AT1G10930	4.13928	5.15521	4.31981
AT1G10940	34.4989	37.6924	41.6449
AT1G10950	69.4737	74.4782	67.9854
AT1G10960	213.111	204.016	232.994
AT1G10970	3.65186	4.06483	3.78335
AT1G10980	0.304304	0.334282	0.362064
AT1G10990	5.15391	5.05528	4.3147
AT1G11000	4.60145	5.20219	4.56577
AT1G11010	0	0	0
AT1G11020	12.1853	12.9888	12.0229
AT1G11030	0	0	0
AT1G11040	0	0	0.0135977
AT1G11050	12.1898	12.0304	10.8283
AT1G11055	43.0249	44.9298	39.3453
AT1G11060	5.04368	5.71922	4.90878
AT1G11070	0.885129	0.739126	1.12474
AT1G11080	2.29333	2.99934	2.21177
AT1G11090	11.2425	10.3571	11.0145
AT1G11100	0.118574	0.162021	0.132589
AT1G11110	0.0140348	0.0255703	0.0138477
AT1G11112	1.18594	1.6337	1.79802
AT1G11120	7.84225	8.39441	7.86393
AT1G11125	1.73922	1.44911	1.90438
AT1G11130	5.91012	6.89665	6.3775
AT1G11145	0	0	0
AT1G11150	1.51123	1.77488	2.05794
AT1G11160	0.313581	0.505697	0.309401
AT1G11170	1.21342	1.62871	1.98679
AT1G11175	40.5268	35.1469	33.4117
AT1G11180	12.6273	12.1257	13.2317
AT1G11185	1.06018	1.62428	0.903409
AT1G11190	1.30475	1.81553	1.86738
AT1G11200	14.7041	15.5758	15.1465
AT1G11210	18.0382	20.2976	16.2521
AT1G11220	1.98654	2.84826	2.16459
AT1G11230	0	0	0
AT1G11240	19.3796	20.0855	20.1747
AT1G11250	0.133181	0.0606613	0.0876037
AT1G11260	327.39	258.661	248.552
AT1G11265	0.107074	0.148117	0.105647
AT1G11270	2.8705	3.74678	3.49069
AT1G11280	8.72879	10.5799	10.6249
AT1G11290	1.88364	2.51127	2.43509
AT1G11300	2.14279	2.47481	2.11116
AT1G11310	51.7491	57.403	53.1933
AT1G11320	1.91155	2.42321	2.26101
AT1G11330	7.45726	9.2585	8.48052
AT1G11340	0.825482	1.09734	0.953243
AT1G11350	17.8821	18.7103	17.6681
AT1G11360	30.0838	28.3574	31.3275
AT1G11362	0.319523	0.261967	0.283738
AT1G11370	0	0.0211426	0
AT1G11380	8.62149	9.77472	9.94951
AT1G11390	5.04066	6.27209	5.57134
AT1G11400	17.3326	17.6332	17.2895
AT1G11410	9.67141	10.5005	10.4487
AT1G11420	0.846165	0.987349	1.03188
AT1G11430	110.674	138.179	137.633
AT1G11440	8.8632	9.1294	11.7749
AT1G11450	1.11699	1.75398	1.38021
AT1G11460	0.0189699	0.172809	0.0561512
AT1G11470	0	0	0
AT1G11475	46.4751	53.0988	57.1702
AT1G11480	23.1754	23.9476	22.6131
AT1G11482	0.0835359	0.0304392	0.065938
AT1G11490	0.12024	0.109534	0.101689
AT1G11500	1.05957	0.884796	0.784088
AT1G11510	0	0	0
AT1G11520	0	0	0
AT1G11530	71.6603	73.5177	84.2389
AT1G11540	0.0274884	0.0250409	0.013561
AT1G11545	74.3994	63.2085	56.1209
AT1G11550	0	0	0
AT1G11560	0.0185549	0.0338057	0.0183076
AT1G11570	2.65315	3.00284	2.70592
AT1G11572	0	0	0
AT1G11580	10.7624	11.3061	11.6222
AT1G11590	0.0827036	0.0659224	0.0714011
AT1G11592	9.29535	9.20607	8.42163
AT1G11593	0	0	0
AT1G11595	0	0	0
AT1G11600	11.965	12.93	10.5613
AT1G11608	0.0148109	0	0
AT1G11610	0.0118821	0	0
AT1G11620	0	0	0
AT1G11630	4.43838	4.87972	5.34334
AT1G11640	0	0	0
AT1G11650	157.693	160.793	145.04
AT1G11655	0	0	0
AT1G11660	11.2928	12.696	11.2048
AT1G11670	7.22116	7.1647	6.77296
AT1G11680	66.4855	66.7535	64.7453
AT1G11684	0	0	0
AT1G11690	0	0.0260051	0
AT1G11700	8.6188	14.4324	12.4514
AT1G11710	0.676646	0.72484	0.809807
AT1G11720	14.648	16.2853	15.4473
AT1G11730	0.952373	1.05874	1.16265
AT1G11735	70.3126	32.0261	34.6877
AT1G11740	3.30092	2.7133	2.80247
AT1G11750	90.0334	99.0537	97.6968
AT1G11755	7.34909	8.542	8.71479
AT1G11760	8.61727	8.37335	8.6205
AT1G11765	0	0	0
AT1G11770	0	0	0
AT1G11780	4.6127	5.9514	5.7494
AT1G11785	0.449346	0.511672	0.609616
AT1G11790	11.9387	12.946	12.8493
AT1G11800	5.06144	5.10376	5.50699
AT1G11803	0	0	0
AT1G11806	0	0	0
AT1G11810	0.0139451	0	0
AT1G11820	30.4655	32.7747	34.7699
AT1G11840	138.612	164.43	150.266
AT1G11850	61.4038	72.4953	65.3316
AT1G11860	452.17	516.878	482.335
AT1G11870	16.4559	19.2656	18.0678
AT1G11880	3.19765	3.53272	3.96057
AT1G11890	27.7802	31.1068	30.2871
AT1G11900	2.12641	2.10553	2.2349
AT1G11905	8.9452	9.21632	10.3388
AT1G11910	305.056	302.364	265.478
AT1G11915	0.33797	0.37785	0.227363
AT1G11920	0	0	0
AT1G11925	0	0.0234213	0.0761035
AT1G11930	43.2818	43.2433	45.0994
AT1G11940	2.64719	2.6088	2.89684
AT1G11950	1.93494	1.82851	1.36055
AT1G11960	7.28846	7.48506	6.68731
AT1G11970	0	0	0
AT1G11980	0	0	0
AT1G11990	0.419801	0.560295	0.472002
AT1G12000	32.9143	34.314	28.7639
AT1G12010	4.05694	4.22185	5.35105
AT1G12013	14.024	17.0338	9.22472
AT1G12015	93.3523	0	0
AT1G12020	10.3718	11.7009	12.7411
AT1G12030	0.0778134	0.0886063	0.172746
AT1G12040	0	0.00622328	0
AT1G12050	30.2363	29.66	27.9938
AT1G12060	6.08863	5.95854	5.45822
AT1G12064	0.157065	0.0357702	0
AT1G12070	0.428843	0.360609	0.390579
AT1G12080	133.302	109.094	123.459
AT1G12090	2083.88	1873.13	1890.53
AT1G12100	2.41196	2.63664	3.33173
AT1G12110	47.8662	48.9313	41.4742
AT1G12120	27.0135	27.3646	31.2696
AT1G12130	0.0253648	0.115532	0.137647
AT1G12140	19.3715	19.7833	19.0039
AT1G12150	0.265977	0.403826	0.417947
AT1G12160	0.795721	0.842419	0.583531
AT1G12170	0	0	0
AT1G12180	0	0	0
AT1G12190	0	0	0
AT1G12200	3.75522	5.86165	3.71537
AT1G12210	0.523701	0.636096	0.590538
AT1G12211	0	0	0
AT1G12220	4.55101	5.3867	4.75231
AT1G12230	66.4877	62.0042	60.4977
AT1G12240	94.1289	95.56	96.2378
AT1G12244	7.91168	9.90322	10.298
AT1G12250	60.8027	57.6226	66.7322
AT1G12260	0.44098	0.468669	0.480426
AT1G12270	19.674	20.4963	18.8403
AT1G12280	2.76261	3.60643	3.10302
AT1G12290	0.626189	0.639937	0.531627
AT1G12294	2.86804e-08	4.15975	1.60922
AT1G12300	1.18931	1.27375	1.1576
AT1G12310	77.3856	78.6836	78.2073
AT1G12320	4.44621	5.17298	4.83995
AT1G12330	14.0654	15.3237	14.6489
AT1G12340	2.49567	3.57691	2.03559
AT1G12350	14.8703	15.4703	15.5592
AT1G12360	17.4664	17.866	17.6634
AT1G12370	1.69973	2.33515	1.76775
AT1G12380	2.38029	2.9103	2.56362
AT1G12390	13.3852	13.818	13.9147
AT1G12400	8.63504	9.15976	9.95887
AT1G12410	122.41	126.877	130.182
AT1G12411	0	0	0
AT1G12420	2.93527	3.37403	3.35295
AT1G12423	0	0	0
AT1G12430	7.00007	8.33924	7.18863
AT1G12440	130.977	128.834	125.534
AT1G12450	8.65672	9.48899	9.70352
AT1G12451	0	0	0
AT1G12460	5.31411	6.85049	7.63014
AT1G12470	12.0551	12.0616	11.7253
AT1G12480	2.00907	2.9699	2.56797
AT1G12490	0.0718616	0.114561	0.124082
AT1G12500	29.1761	30.2507	29.6317
AT1G12510	0	0	0
AT1G12520	128.42	120.508	131.215
AT1G12530	11.2	12.9588	13.4905
AT1G12540	0	0	0
AT1G12550	5.25307	5.18772	4.91845
AT1G12560	0	0	0
AT1G12570	3.74581	4.85066	3.8699
AT1G12580	21.877	23.0849	21.2607
AT1G12590	0	0	0
AT1G12600	0.185522	0.325007	0.267534
AT1G12610	1.39465	1.83334	0.609647
AT1G12620	1.77832	1.98068	2.04248
AT1G12630	0.606143	0.368116	0.637935
AT1G12640	21.2476	22.7937	19.8815
AT1G12650	9.92906	10.1062	10.1582
AT1G12660	0	0	0
AT1G12663	0	0	0
AT1G12665	0	0	0
AT1G12667	0	0	0
AT1G12669	0.0839116	0	0.0827932
AT1G12670	0.30756	0	0.151731
AT1G12672	0.0390654	0.220021	0.0795545
AT1G12680	10.442	11.5777	12.1729
AT1G12700	1.10261	1.52503	1.37979
AT1G12710	17.1912	17.1757	17.1035
AT1G12720	0	0	0
AT1G12725	0	0	0
AT1G12730	5.91407	6.10199	6.88387
AT1G12740	0.01819	0.0331492	0.0179475
AT1G12750	15.2295	13.635	13.5864
